calibre_id,title,authors,publisher,year,subjects,topic_tags,rating,formats,description
3048,"The Lion, the Witch, and the Wardrobe",C. S. Lewis,Zondervan,1950,Fantasy; Fiction; Fantasy Fiction; General; Classics; Literary; Juvenile Fiction; Language Arts & Disciplines; English; Irish; Scottish; Welsh; Drama; Fantasy Fiction; English; Fantasy & Magic; Fairy Tales; Narnia (Imaginary Place); Literacy,fiction_fantasy; fiction_general; linguistics,8,epub; lit; rtf,"In 1950, C. S. Lewis introduced the world of Narnia and its unforgettable King, Aslan. About the Author Clive Staples Lewis (1898-1963) was one of the intellectual giants of the twentieth century and arguably the most influential Christian writer of his day. He was a Fellow and Tutor in English literature at Oxford University until 1954 when he was unanimously elected to the Chair of Medieval and …"
2860,The Magician's Nephew,C. S. Lewis,,2012,,fiction_fantasy,,epub; mobi; rtf,
3049,The Magician's Nephew,C. S. Lewis,,2012,,fiction_fantasy,,epub; lit; rtf,
2859,The Silver Chair,C. S. Lewis,,2012,,,,epub; mobi; rtf,
3050,The Silver Chair,C. S. Lewis,,2012,,,,epub; lit; rtf,
2855,The Voyage of the Dawn Treader,C. S. Lewis,Index,1955,,,,epub; mobi; rtf,
3058,The Voyage of the Dawn Treader,C. S. Lewis,Index,1955,,,,epub; lit; rtf,
2854,The Tree of Life,C.L. Moore,,2010,,,,epub; mobi,
3059,The Tree of Life,C.L. Moore,,2010,,,,epub; lit,
2853,Olga,C.T. Adams,Macmillan,2010,,,,mobi,
3060,Olga,C.T. Adams,Macmillan,2010,,,,epub; lit,
2856,Sci-Rotica Book 2 in the Extasy Series,Cameron Hale,Booksurge Llc,2002,,,8,epub; mobi,"An urgent cry in the dark, the sinuous rhythm of skin on skin-in the universe of Scirotica, the domain of space is anything but cold and lifeless. It can be as vast as and as infinite as the stars or as intimate as the flesh. In this realm, the foreplay of the mind reveals all secrets, transcends all barriers until only the naked soul remains. For the bold, for the adventurous, eighteen tales to t…"
3061,Sci-Rotica Book 2 in the Extasy Series,Cameron Hale,Booksurge Llc,2002,,,8,epub; lit,"An urgent cry in the dark, the sinuous rhythm of skin on skin-in the universe of Scirotica, the domain of space is anything but cold and lifeless. It can be as vast as and as infinite as the stars or as intimate as the flesh. In this realm, the foreplay of the mind reveals all secrets, transcends all barriers until only the naked soul remains. For the bold, for the adventurous, eighteen tales to t…"
2852,Star Island,Carl Hiaasen,Knopf,2010,Rennette,,,epub; mobi,"SUMMARY: Meet twenty-two-year-old Cherry Pye (née Cheryl Bunterman), a pop star since she was fourteen—and about to attempt a comeback from her latest drug-and-alcohol disaster. Now meet Cherry again: in the person of her “undercover stunt double,” Ann DeLusia. Ann portrays Cherry whenever the singer is too “indisposed”—meaning wasted—to go out in public. And it is Ann-mistaken-for-Cherry who is k…"
3062,Star Island,Carl Hiaasen,Knopf,2010,Rennette,,,epub; lit,"SUMMARY: Meet twenty-two-year-old Cherry Pye (née Cheryl Bunterman), a pop star since she was fourteen—and about to attempt a comeback from her latest drug-and-alcohol disaster. Now meet Cherry again: in the person of her “undercover stunt double,” Ann DeLusia. Ann portrays Cherry whenever the singer is too “indisposed”—meaning wasted—to go out in public. And it is Ann-mistaken-for-Cherry who is k…"
2851,Jamrach's Menagerie: A Novel,Carol Birch,Doubleday,2011,Rennette,fiction_general,8,epub; mobi,"Review SHORTLISTED for the 2011 Man Booker Prize for Fiction ""One of the best stories I’ve ever read; an extraordinarily good and completely original book."" --A. S. Byatt, author of The Children's Book in a BBC Interview ""Beautifully written....Birch has created an electric and cluttered cabinet of curiosities, sprinkled with keenly heard jangles of singsongy dialogue.....as the novel takes off on…"
3067,Jamrach's Menagerie: A Novel,Carol Birch,Doubleday,2011,Rennette,fiction_general,8,epub; lit,"Review SHORTLISTED for the 2011 Man Booker Prize for Fiction ""One of the best stories I’ve ever read; an extraordinarily good and completely original book."" --A. S. Byatt, author of The Children's Book in a BBC Interview ""Beautifully written....Birch has created an electric and cluttered cabinet of curiosities, sprinkled with keenly heard jangles of singsongy dialogue.....as the novel takes off on…"
2849,Pictures of You,Caroline Leavitt,Algonquin Books,2004,Rennette,,,epub; mobi,
3068,Pictures of You,Caroline Leavitt,Algonquin Books,2004,Rennette,,,epub; lit,
2848,The Heart is a Lonely Hunter,Carson McCullers,,0101,Rennette,,,epub; mobi,"SUMMARY: With the publication of her first novel, The Heart is a Lonely Hunter, Carson McCullers, all of twenty-three, became a literary sensation. With its profound sense of moral isolation and its compassionate glimpses into its characters' inner lives, the novel is considered McCullers' finest work, an enduring masterpiece first published by Houghton Mifflin in 1940. At its center is the deaf-m…"
3069,The Heart is a Lonely Hunter,Carson McCullers,,0101,Rennette,,,epub; lit,"SUMMARY: With the publication of her first novel, The Heart is a Lonely Hunter, Carson McCullers, all of twenty-three, became a literary sensation. With its profound sense of moral isolation and its compassionate glimpses into its characters' inner lives, the novel is considered McCullers' finest work, an enduring masterpiece first published by Houghton Mifflin in 1940. At its center is the deaf-m…"
3333,As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes; Joe Layden,Atria Books,2014,,,,azw3; mobi,
2847,Primary Inversion,Catherine Asaro,Baen Books,2008,Science Fiction,fiction_sf; fiction_general; science_general,,epub; mobi,
3070,Primary Inversion,Catherine Asaro,Baen Books,2008,Science Fiction,fiction_sf; fiction_general; science_general,,epub; lit,
2846,Whiplash,Catherine Coulter,Putnam Adult,2010,Rennette,,,epub; mobi,"Yale professor Dr. Edward Kender's father is undergoing chemotherapy when the supply of a critical accompanying drug suddenly runs out. Unwilling to accept the drug company's disingenuous excuse of production line problems, Dr. Kender hires private investigator Erin Pulaski to prove that something more sinister is going on at Schiffer Hartwin. Meanwhile, in Maryland, married FBI agents Lacey Sherl…"
3071,Whiplash,Catherine Coulter,Putnam Adult,2010,Rennette,,,epub; lit,"Yale professor Dr. Edward Kender's father is undergoing chemotherapy when the supply of a critical accompanying drug suddenly runs out. Unwilling to accept the drug company's disingenuous excuse of production line problems, Dr. Kender hires private investigator Erin Pulaski to prove that something more sinister is going on at Schiffer Hartwin. Meanwhile, in Maryland, married FBI agents Lacey Sherl…"
2844,The Three Weissmanns of Westport,Cathleen Schine,Macmillan,2010,Fiction; General; Fiction - General; Literary; General & Literary Fiction; Modern & contemporary fiction (post c 1945); Love Stories; Mothers and Daughters; Domestic Fiction; Rennette; Family Life; Contemporary Women; Sisters; Single Women; Westport (Conn.); Westport (N.Y.),fiction_general,,epub; mobi,"EDITORIAL REVIEW: Jane Austen’s beloved *Sense and Sensibility* has moved to Westport, Connecticut, in this enchanting modern-day homage to the classic novel *When Joseph Weissmann divorced his wife, he was seventy eight years old and she was seventy-five . . . He said the words “Irreconcilable differences,” and saw real confusion in his wife’s eyes.* *“Irreconcilable differences?” she said. “Of c…"
3072,The Three Weissmanns of Westport,Cathleen Schine,Macmillan,2010,Fiction; General; Fiction - General; Literary; General & Literary Fiction; Modern & contemporary fiction (post c 1945); Love Stories; Mothers and Daughters; Domestic Fiction; Rennette; Family Life; Contemporary Women; Sisters; Single Women; Westport (Conn.); Westport (N.Y.),fiction_general,,epub; lit,"EDITORIAL REVIEW: Jane Austen’s beloved *Sense and Sensibility* has moved to Westport, Connecticut, in this enchanting modern-day homage to the classic novel *When Joseph Weissmann divorced his wife, he was seventy eight years old and she was seventy-five . . . He said the words “Irreconcilable differences,” and saw real confusion in his wife’s eyes.* *“Irreconcilable differences?” she said. “Of c…"
2850,The Art of Fielding,Chad Harbach,,2011,Rennette,,,epub; mobi,
3073,The Art of Fielding,Chad Harbach,,2011,Rennette,,,epub; lit,
2842,Aloft,Chang-Rae Lee,Penguin,2004,Fiction; General; Literary; Psychological; Psychological Fiction; Domestic Fiction; Rennette; Suburban Life; Middle Class Men; Parent and Adult Child; Middle Aged Men; Long Island (N.Y.); Fathers and Daughters; Middle-Aged Men; Air Pilots,philosophy; fiction_general,6,epub; mobi,"Amazon.com Review Chang-Rae Lee, named by The New Yorker as one of its 20 writers for the 21st Century, has confirmed his place in that company with Aloft , a masterful treatment of a man coming to terms with his own disaffection. In two previous novels, Native Speaker and A Gesture Life , Lee, a Korean-American, writes of lives being not what they seem: in the first, the protagonist is an underco…"
3074,Aloft,Chang-Rae Lee,Penguin,2004,Fiction; General; Literary; Psychological; Psychological Fiction; Domestic Fiction; Rennette; Suburban Life; Middle Class Men; Parent and Adult Child; Middle Aged Men; Long Island (N.Y.); Fathers and Daughters; Middle-Aged Men; Air Pilots,philosophy; fiction_general,6,epub; lit,"Amazon.com Review Chang-Rae Lee, named by The New Yorker as one of its 20 writers for the 21st Century, has confirmed his place in that company with Aloft , a masterful treatment of a man coming to terms with his own disaffection. In two previous novels, Native Speaker and A Gesture Life , Lee, a Korean-American, writes of lives being not what they seem: in the first, the protagonist is an underco…"
2843,The Surrendered,Chang-Rae Lee,Penguin,2010,Fiction; Historical; History; General; War & Military; Literary; Military; Cultural Heritage; Epic fiction; Rennette; Koreans; Epic Literature; Refugee Children; Korean War; Korean War; 1950-1953,fiction_general; history,6,epub; mobi,"Amazon.com Review Amazon Exclusive: Chang-Rae Lee on *The Surrendered * The inspiration for The Surrendered has its roots in a project I worked on more than twenty years ago, while I was still in college. I was taking a seminar on modern Korean history, and I decided that I would conduct an interview with my father to fulfill the writing assignment, conceiving a reporter-at-large-type piece that w…"
3075,The Surrendered,Chang-Rae Lee,Penguin,2010,Fiction; Historical; History; General; War & Military; Literary; Military; Cultural Heritage; Epic fiction; Rennette; Koreans; Epic Literature; Refugee Children; Korean War; Korean War; 1950-1953,fiction_general; history,6,epub; lit,"Amazon.com Review Amazon Exclusive: Chang-Rae Lee on *The Surrendered * The inspiration for The Surrendered has its roots in a project I worked on more than twenty years ago, while I was still in college. I was taking a seminar on modern Korean history, and I decided that I would conduct an interview with my father to fulfill the writing assignment, conceiving a reporter-at-large-type piece that w…"
2840,Dead in the Family,Charlaine Harris,Ace,2010,Romance; Fantasy; Horror; Fiction; General; American Science Fiction And Fantasy; Fantasy - General; Fiction - Fantasy; Suspense; Vampires; Large Type Books; Mystery & Detective; Mystery Fiction; Contemporary; Occult & Supernatural; Occult Fiction; Women Sleuths; Werewolves; Rennette; Fantasy - Contemporary; Stackhouse; Sookie (Fictitious character); Fantasy - Dark; Louisiana,fiction_sf; fiction_fantasy; fiction_general; science_general,,epub; mobi,"SUMMARY: If you think your family relationships are complicated, think again: you haven't seen anything like the ones in Bon Temps, Louisiana. Sookie Stackhouse is dealing with a whole host of family problems, ranging from her own kin (a non-human fairy and a telepathic second cousin) demanding a place in her life, to her lover Eric's vampire sire, an ancient being who arrives with Eric's 'brother…"
3082,Dead in the Family,Charlaine Harris,Ace,2010,Romance; Fantasy; Horror; Fiction; General; American Science Fiction And Fantasy; Fantasy - General; Fiction - Fantasy; Suspense; Vampires; Large Type Books; Mystery & Detective; Mystery Fiction; Contemporary; Occult & Supernatural; Occult Fiction; Women Sleuths; Werewolves; Rennette; Fantasy - Contemporary; Stackhouse; Sookie (Fictitious character); Fantasy - Dark; Louisiana,fiction_sf; fiction_fantasy; fiction_general; science_general,,epub; lit,"SUMMARY: If you think your family relationships are complicated, think again: you haven't seen anything like the ones in Bon Temps, Louisiana. Sookie Stackhouse is dealing with a whole host of family problems, ranging from her own kin (a non-human fairy and a telepathic second cousin) demanding a place in her life, to her lover Eric's vampire sire, an ancient being who arrives with Eric's 'brother…"
2845,Deadlocked: A Sookie Stackhouse Novel,Charlaine Harris,Ace Books,2012,Rennette,fiction_general,,epub; mobi,"It’s vampire politics as usual around the town of Bon Temps, but never before have they hit so close to Sookie’s heart... Growing up with telepathic abilities, Sookie Stackhouse realized early on there were things she’d rather not know. And now that she’s an adult, she also realizes that some things she knows about, she’d rather not see—like Eric Northman feeding off another woman. A younger one. …"
3083,Deadlocked: A Sookie Stackhouse Novel,Charlaine Harris,Ace Books,2012,Rennette,fiction_general,,epub; lit; mobi,"It’s vampire politics as usual around the town of Bon Temps, but never before have they hit so close to Sookie’s heart... Growing up with telepathic abilities, Sookie Stackhouse realized early on there were things she’d rather not know. And now that she’s an adult, she also realizes that some things she knows about, she’d rather not see—like Eric Northman feeding off another woman. A younger one. …"
2839,Gryphon: New and Selected Stories,Charles Baxter,Pantheon,2011,Fantasy; Fiction; Short Stories; Literary; Short Stories (Single Author); Rennette,fiction_fantasy; fiction_general,8,epub; mobi,"From Publishers Weekly Starred Review. Baxter's skill with short fiction is confirmed in this stellar collection of 23 stories, seven of which are new. The title story is deservedly a classic, and other favorites, such as ""Fenstad's Mother,"" have gathered resonance as well, and the new stories show Baxter working a quirky beat. In each, the acutely observed real world is rocked by the exotic or su…"
3084,Gryphon: New and Selected Stories,Charles Baxter,Pantheon,2011,Fantasy; Fiction; Short Stories; Literary; Short Stories (Single Author); Rennette,fiction_fantasy; fiction_general,8,epub; lit,"From Publishers Weekly Starred Review. Baxter's skill with short fiction is confirmed in this stellar collection of 23 stories, seven of which are new. The title story is deservedly a classic, and other favorites, such as ""Fenstad's Mother,"" have gathered resonance as well, and the new stories show Baxter working a quirky beat. In each, the acutely observed real world is rocked by the exotic or su…"
2838,The Soul Thief: A Novel,Charles Baxter,Pantheon,2008,Rennette,fiction_general,4,epub; mobi,"From Publishers Weekly The author of the National Book Award–nominated The Feast of Love , Baxter returns with this ninth book, an assay into the limits of character, fictional and otherwise. The first half of the novel follows the brief arc of Nathaniel Mason's graduate career in 1970s Buffalo, N.Y., which centers on his friendship with the sexy but self-dramatizing Teresa (which she pronounces T…"
3085,The Soul Thief: A Novel,Charles Baxter,Pantheon,2008,Rennette,fiction_general,4,epub; lit,"From Publishers Weekly The author of the National Book Award–nominated The Feast of Love , Baxter returns with this ninth book, an assay into the limits of character, fictional and otherwise. The first half of the novel follows the brief arc of Nathaniel Mason's graduate career in 1970s Buffalo, N.Y., which centers on his friendship with the sexy but self-dramatizing Teresa (which she pronounces T…"
2836,On the Origin of Species,Charles Darwin,manybooks.net,2012,,,,epub; mobi,
3086,On the Origin of Species,Charles Darwin,manybooks.net,2012,,,,epub; lit,
2841,Delayed Action,Charles De Vet,,2010,,,,epub; mobi,
3087,Delayed Action,Charles De Vet,,2010,,,,epub; lit,
2835,The Power of Habit,Charles Duhigg,Random House Publishing Group,2012,,self_help,,epub; mobi; pdf,"A young woman walks into a laboratory. Over the past two years, she has transformed almost every aspect of her life. She has quit smoking, run a marathon, and been promoted at work. The patterns inside her brain, neurologists discover, have fundamentally changed. Marketers at Procter &amp; Gamble study videos of people making their beds. They are desperately trying to figure out how to sell a new …"
7,The Power of Habit,Charles Duhigg,Random House Publishing Group,2012,,self_help,,epub; lit; mobi,"A young woman walks into a laboratory. Over the past two years, she has transformed almost every aspect of her life. She has quit smoking, run a marathon, and been promoted at work. The patterns inside her brain, neurologists discover, have fundamentally changed. Marketers at Procter &amp; Gamble study videos of people making their beds. They are desperately trying to figure out how to sell a new …"
2834,Cold Mountain,Charles Frazier,Grove Press,1988,Fiction; Historical Fiction; Historical; General; United States; War & Military; Literary; Love Stories; Man-Woman Relationships; United States - History - Civil War; 1861-1865; Rennette; Homeopathy,fiction_general; history,6,epub; mobi,"Review "" Cold Mountain is a heartbreakingly beautiful story, elegantly told and utterly convincing down to the last haunting detail.""?John Berendt, author of Midnight in the Garden of Good and Evil ""This novel is so magnificent ? in every conceivable aspect, and others previously unimagined ? that it has occurred to me that the shadow of this book, and the joy I received in reading it, will fall o…"
3092,Cold Mountain,Charles Frazier,Grove Press,1988,Fiction; Historical Fiction; Historical; General; United States; War & Military; Literary; Love Stories; Man-Woman Relationships; United States - History - Civil War; 1861-1865; Rennette; Homeopathy,fiction_general; history,6,epub; lit,"Review "" Cold Mountain is a heartbreakingly beautiful story, elegantly told and utterly convincing down to the last haunting detail.""?John Berendt, author of Midnight in the Garden of Good and Evil ""This novel is so magnificent ? in every conceivable aspect, and others previously unimagined ? that it has occurred to me that the shadow of this book, and the joy I received in reading it, will fall o…"
2832,Nightwoods,Charles Frazier,Random House Publishing Group,2011,Rennette,,,epub; mobi,
3093,Nightwoods,Charles Frazier,Random House Publishing Group,2011,Rennette,,,epub; lit,
2833,Coming Apart,Charles Murray,Crown Publishing Group,2012,,,,epub; mobi,
3094,Coming Apart,Charles Murray,Crown Publishing Group,2012,,,,epub; lit,
2830,Overtime,Charles Stross,,2010,,,,epub; mobi; pdf,
3095,Overtime,Charles Stross,,2010,,,,epub; lit; pdf,
2829,How to Live Safely in a Science Fictional Universe,Charles Yu,Pantheon,2010,Science Fiction,fiction_sf; fiction_general; science_general,,epub; mobi,
3096,How to Live Safely in a Science Fictional Universe,Charles Yu,Pantheon,2010,Science Fiction,fiction_sf; fiction_general; science_general,,epub; lit,
2831,Wild,Cheryl Strayed,Knopf Doubleday Publishing Group,2012,,,,epub; mobi,"A powerful, blazingly honest, inspiring memoir: the story of a 1,100 mile solo hike that broke down a young woman reeling from catastrophe--and built her back up again. At twenty-six, Cheryl Strayed thought she had lost everything. In the wake of her mother's devastating death, her family scattered, and her own marriage was soon destroyed. With nothing more to lose, she made the most impulsive dec…"
3101,Wild,Cheryl Strayed,Knopf Doubleday Publishing Group,2012,,,,epub; lit; mobi,"A powerful, blazingly honest, inspiring memoir: the story of a 1,100 mile solo hike that broke down a young woman reeling from catastrophe--and built her back up again. At twenty-six, Cheryl Strayed thought she had lost everything. In the wake of her mother's devastating death, her family scattered, and her own marriage was soon destroyed. With nothing more to lose, she made the most impulsive dec…"
3102,Half of a Yellow Sun,Chimamanda Ngozi Adichie,Anchor,2006,Fiction; Historical; General; Literary; Political; Rennette; Nigeria,fiction_general; history,8,epub; lit,"From Publishers Weekly Starred Review. When the Igbo people of eastern Nigeria seceded in 1967 to form the independent nation of Biafra, a bloody, crippling three-year civil war followed. That period in African history is captured with haunting intimacy in this artful page-turner from Nigerian novelist Adichie ( Purple Hibiscus ). Adichie tells her profoundly gripping story primarily through the e…"
3103,The Thing Around Your Neck,Chimamanda Ngozi Adichie,Anchor,2009,Fiction; General; Literary; Short Stories (Single Author); Anthologies; Rennette; Coming of Age,fiction_general,8,epub; lit,"From Publishers Weekly Adichie ( Half of a Yellow Sun ) stays on familiar turf in her deflated first story collection. The tension between Nigerians and Nigerian-Americans, and the question of what it means to be middle-class in each country, feeds most of these dozen stories. Best known are ""Cell One,"" and ""The Headstrong Historian,"" which have both appeared in the New Yorker and are the collecti…"
2826,Embassytown,China Mieville,Macmillan,2011,,,,epub; mobi,
3104,Embassytown,China Mieville,Macmillan,2011,,,,epub; lit,
2824,Gob's Grief,Chris Adrian,Broadway,0101,Rennette,,,epub; mobi,"In the summer of 1863, Gob and Tomo Woodhull, eleven-year-old twin sons of Victoria Woodhull, agree to together forsake their home and family in Licking County, Ohio, for the glories of the Union Army. But on the night of their departure for the war, Gob suffers a change of heart, and Tomo is forced to leave his brother behind. Tomo falls in as a bugler with the Ninth Ohio Volunteers and briefly r…"
3105,Gob's Grief,Chris Adrian,Broadway,0101,Rennette,,,epub; lit,"In the summer of 1863, Gob and Tomo Woodhull, eleven-year-old twin sons of Victoria Woodhull, agree to together forsake their home and family in Licking County, Ohio, for the glories of the Union Army. But on the night of their departure for the war, Gob suffers a change of heart, and Tomo is forced to leave his brother behind. Tomo falls in as a bugler with the Ninth Ohio Volunteers and briefly r…"
2825,Little Bee,Chris Cleave,Simon & Schuster,2009,Rennette; 2009,,,epub; mobi,WE DON'T WANT TO TELL YOU TOO MUCH ABOUT THIS BOOK.
3112,Little Bee,Chris Cleave,Simon & Schuster,2009,Rennette; 2009,,,epub; lit,WE DON'T WANT TO TELL YOU TOO MUCH ABOUT THIS BOOK.
2823,Resonance,Chris Dolley,Baen Publishing Enterprises,2005,Science Fiction,fiction_sf; fiction_general; science_general,,epub; mobi,
3113,Resonance,Chris Dolley,Baen Publishing Enterprises,2005,Science Fiction,fiction_sf; fiction_general; science_general,,epub; lit,
2821,Chosen of the Gods,Chris Pierson,,2011,,,,epub; mobi,
3114,Chosen of the Gods,Chris Pierson,,2011,,,,epub; lit,
2820,Catch Him Keep Him Meeting the One,Christian Carter,"Christian Carter, Inc.",2007,,,8,epub; mobi,"4 DVD Program about Meeting ""The One"" entitled Catch Him Keep Him. Christian Carter offers to tell women how to avoid the ten fatal mistakes most women make with men, or how to engage and attract a man right after you meet in person. The worst mistake a woman can make is not seeking help. Because men are so hard to understand, and Christian Carter has spent years reading every relationship book ev…"
3115,Catch Him Keep Him Meeting the One,Christian Carter,"Christian Carter, Inc.",2007,,,8,epub; lit; mobi,"4 DVD Program about Meeting ""The One"" entitled Catch Him Keep Him. Christian Carter offers to tell women how to avoid the ten fatal mistakes most women make with men, or how to engage and attract a man right after you meet in person. The worst mistake a woman can make is not seeking help. Because men are so hard to understand, and Christian Carter has spent years reading every relationship book ev…"
2837,Professional C# 4 and .NET 4,Christian Nagel,,2011,C#,,,epub; mobi; pdf,
3116,Professional C# 4 and .NET 4,Christian Nagel,,2011,C#,,,epub; lit; pdf,
2818,Secrets of Eden,Christopher A. Bohjalian,"Random House, Inc.",2010,Fiction; General; Fiction - General; Mystery & Detective; Psychological; Psychological Fiction; Rennette; American Contemporary Fiction - Individual Authors +; Murder victims; Clergy; Murder victims' families,philosophy; fiction_general,,epub; mobi,"EDITORIAL REVIEW: From the bestselling author of *The Double Bind*, *Midwives,* and *Skeletons at the Feast* comes a novel of shattered faith, intimate secrets, and the delicate nature of sacrifice.""There,"" says Alice Hayward to Reverend Stephen Drew, just after her baptism, and just before going home to the husband who will kill her that evening and then shoot himself. Drew, tortured by the crypt…"
3117,Secrets of Eden,Christopher A. Bohjalian,"Random House, Inc.",2010,Fiction; General; Fiction - General; Mystery & Detective; Psychological; Psychological Fiction; Rennette; American Contemporary Fiction - Individual Authors +; Murder victims; Clergy; Murder victims' families,philosophy; fiction_general,,epub; lit,"EDITORIAL REVIEW: From the bestselling author of *The Double Bind*, *Midwives,* and *Skeletons at the Feast* comes a novel of shattered faith, intimate secrets, and the delicate nature of sacrifice.""There,"" says Alice Hayward to Reverend Stephen Drew, just after her baptism, and just before going home to the husband who will kill her that evening and then shoot himself. Drew, tortured by the crypt…"
2819,Interstellar Patrol II-The Federation of Humanity,Christopher Anvil; edited by Eric Flint,Baen Books,2005,Science Fiction,fiction_sf; fiction_general; science_general,,epub; mobi,
3122,Interstellar Patrol II-The Federation of Humanity,Christopher Anvil; edited by Eric Flint,Baen Books,2005,Science Fiction,fiction_sf; fiction_general; science_general,,epub; lit,
2816,Pandora's Legions,Christopher Anvil; edited by Eric Flint,Baen Books,2002,Science Fiction,fiction_sf; fiction_general; science_general,,epub; mobi,
3123,Pandora's Legions,Christopher Anvil; edited by Eric Flint,Baen Books,2002,Science Fiction,fiction_sf; fiction_general; science_general,,epub; lit,
2815,Prescription for Chaos,Christopher Anvil,Baen Books,2009,Science Fiction,fiction_sf; fiction_general; science_general,,epub; mobi,
3124,Prescription for Chaos,Christopher Anvil,Baen Books,2009,Science Fiction,fiction_sf; fiction_general; science_general,,epub; lit,
2814,The Trouble With Aliens,Christopher Anvil; Eric Flint,Baen Books,2006,Science Fiction,fiction_sf; fiction_general; science_general,,epub; mobi,
3125,The Trouble With Aliens,Christopher Anvil; Eric Flint,Baen Books,2006,Science Fiction,fiction_sf; fiction_general; science_general,,epub; lit,
2813,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,"Random House, Inc.",2007,General; Social Science; Political Science; Philosophy; Rationalism; Atheism; Religion; Politics & State; Sociology of Religion; Movements,philosophy; science_general,,epub; mobi,"SUMMARY: Christopher Hitchens, described in theLondon Observeras ""one of the most prolific, as well as brilliant, journalists of our time"" takes on his biggest subject yetthe increasingly dangerous role of religion in the world. In the tradition of Bertrand Russell'sWhy I Am Not a Christianand Sam Harris's recent bestseller,The End Of Faith, Christopher Hitchens makes the ultimate case against rel…"
3126,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,"Random House, Inc.",2007,General; Social Science; Political Science; Philosophy; Rationalism; Atheism; Religion; Politics & State; Sociology of Religion; Movements,philosophy; science_general,,epub; lit; mobi,"SUMMARY: Christopher Hitchens, described in theLondon Observeras ""one of the most prolific, as well as brilliant, journalists of our time"" takes on his biggest subject yetthe increasingly dangerous role of religion in the world. In the tradition of Bertrand Russell'sWhy I Am Not a Christianand Sam Harris's recent bestseller,The End Of Faith, Christopher Hitchens makes the ultimate case against rel…"
2817,Hitch-22: A Memoir,Christopher Hitchens,"Hachette Digital, Inc.",2010,Biography; General; United States; Literary; Biography & Autobiography; American; Political; Political Science; 0470563486 9780470563489 9780470635988; Journalists; Immigrants; Editors; Publishers; Authors; Rennette; e; British Americans; BIO007000; Political Advocacy; Intellectuals; Political activists; Political Process,biography; science_general,,epub; mobi,"From Christopher Hitchens stands alone among 20th- and 21st-century pundits for his enthusiastic enmity and political flip-flopping, but while he makes no apologies for his beliefs, he does acknowledge their intrinsic contradictions. Critics praised Hitchens's frankness in sharing the details of his mother's suicide and of his breezy bisexuality, but they simultaneously balked at his decision to o…"
3127,Hitch-22: A Memoir,Christopher Hitchens,"Hachette Digital, Inc.",2010,Biography; General; United States; Literary; Biography & Autobiography; American; Political; Political Science; 0470563486 9780470563489 9780470635988; Journalists; Immigrants; Editors; Publishers; Authors; Rennette; e; British Americans; BIO007000; Political Advocacy; Intellectuals; Political activists; Political Process,biography; science_general,,epub; lit; mobi,"From Christopher Hitchens stands alone among 20th- and 21st-century pundits for his enthusiastic enmity and political flip-flopping, but while he makes no apologies for his beliefs, he does acknowledge their intrinsic contradictions. Critics praised Hitchens's frankness in sharing the details of his mother's suicide and of his breezy bisexuality, but they simultaneously balked at his decision to o…"
2811,Letters to a Young Contrarian,Christopher Hitchens,Basic Books,2010,,,,epub; mobi,
3128,Letters to a Young Contrarian,Christopher Hitchens,Basic Books,2010,,,,epub; lit; mobi,
2812,The Portable Atheist: Essential Readings for the Nonbeliever,Christopher Hitchens,Da Capo,2007,General; Social Science; Philosophy; Atheism; Religion; Agnosticism & atheism; Sociology; Religion: general; Anthologies (non-poetry); Religion: Comparative; Religion - World Religions; Literary essays; General & Reference,philosophy; science_general,,epub; mobi,"EDITORIAL REVIEW: From the #1 *New York Times* best-selling author of *God Is Not Great*, a provocative and entertaining guided tour of atheist and agnostic thought through the ages--with never-before-published pieces by Salman Rushdie, Ian McEwan, and Ayaan Hirsi Ali. Christopher Hitchens continues to make the case for a splendidly godless universe in this first-ever gathering of the influential …"
3129,The Portable Atheist: Essential Readings for the Nonbeliever,Christopher Hitchens,Da Capo,2007,General; Social Science; Philosophy; Atheism; Religion; Agnosticism & atheism; Sociology; Religion: general; Anthologies (non-poetry); Religion: Comparative; Religion - World Religions; Literary essays; General & Reference,philosophy; science_general,,epub; lit; mobi,"EDITORIAL REVIEW: From the #1 *New York Times* best-selling author of *God Is Not Great*, a provocative and entertaining guided tour of atheist and agnostic thought through the ages--with never-before-published pieces by Salman Rushdie, Ian McEwan, and Ayaan Hirsi Ali. Christopher Hitchens continues to make the case for a splendidly godless universe in this first-ever gathering of the influential …"
2810,Bite Me,Christopher Moore,HarperCollins,2010,Fantasy; Fiction; Historical; General; American Science Fiction And Fantasy; Fiction - General; Vampires; Contemporary; Cats; Humorous; Love Stories; Rennette; American Satire And Humor; Fantasy - Contemporary,fiction_sf; fiction_fantasy; fiction_general; history; science_general,,epub; mobi,"EDITORIAL REVIEW: The city of San Francisco is being stalked by a huge shaved vampyre cat named Chet, and only I, Abby Normal, emergency backup mistress of the Greater Bay Area night, and my manga-haired love monkey, Foo Dog, stand between the ravenous monster and a bloody massacre of the general public. Whoa. And this is a love story? Yup. 'Cept there's no whining. See, while some lovers were bor…"
